object,drug,method,reason,Estimate,SE,IRR,Lower95,Upper95,p_value,prior_mean_log,prior_var_log,shrunken_log_rr,post_se_log,shrunken_irr,lower_ci,upper_ci,z_shrunk,p_shrunk,sig_any
Lisinopril,Abacavir,poisson_fe,unadjusted,-0.154067599241177,1.48345884152672,0.85721407203203,0.0468105380857559,15.6976611536395,0.917282823863587,0,0.67,-0.0359588548429748,0.716675849745276,0.964679984576014,0.236775339896973,3.93033950683593,-0.0501745033766039,0.959983329313825,FALSE
Lisinopril,Abiraterone Acetate,poisson_fe,unadjusted,1.8370240782901,0.76460703648591,6.27782810989916,1.40269345787046,28.0967488343983,0.0162801931491284,0,0.67,0.981015994191492,0.558751767642493,2.66716468964529,0.892135305265808,7.97386611616179,1.75572776857715,0.0791349029762283,FALSE
Lisinopril,Acamprosate Calcium,poisson_fe,unadjusted,-0.446817734493806,0.873326420512691,0.639660485692674,0.115493905262956,3.54274570614789,0.608911798394114,0,0.67,-0.208953781937838,0.597222987775662,0.811432737625479,0.251701645837131,2.61588709720407,-0.349875651498411,0.726432020829061,FALSE
Lisinopril,Acarbose,poisson_fe,unadjusted,2.3095802191752,1.1437423080138,10.0701964922355,1.07019973092295,94.7569453271832,0.0434541065235192,0,0.67,0.782256911988959,0.665635330485413,2.1864012164198,0.593102327551384,8.0599081424914,1.17520341268319,0.239913345243019,FALSE
Lisinopril,Acebutolol Hydrochloride,poisson_fe,unadjusted,1.06083260293576,1.27516057026962,2.88877519096113,0.23728766089825,35.168377792265,0.405453649899494,0,0.67,0.309558872119438,0.688831618602382,1.36282380193881,0.353259946627225,5.25756948350233,0.44939701337683,0.6531452854144,FALSE
Lisinopril,Acetaminophen,poisson_fe,unadjusted,0.214319129991225,0.0524021693391239,1.23901799951023,1.1180777074498,1.37304016785369,0.0000431577051005205,0,0.67,0.213444330837913,0.0522951134560339,1.23793458156896,1.11733446688239,1.37155173644673,4.08153490320587,0.00004473925730017,TRUE
Lisinopril,Acetazolamide,poisson_fe,unadjusted,0.280346522700839,0.626229385060713,1.32358838630213,0.387878523548308,4.51658472948599,0.654388593465416,0,0.67,0.176839267879112,0.49736498792867,1.19343925368778,0.450230273388012,3.16348619013312,0.355552304989498,0.722175867484977,FALSE
Lisinopril,Acetic Acid,poisson_fe,unadjusted,-0.410627264956661,1.10397883741578,0.663234096123989,0.0761975639247849,5.77288096369606,0.709928501168283,0,0.67,-0.145661130444324,0.657519587772428,0.864450589543888,0.238258389875963,3.13640506910084,-0.221531241278759,0.82467881379535,FALSE
Lisinopril,Acetylcysteine,poisson_fe,unadjusted,-0.359609434748891,1.48249054937351,0.697948867419642,0.0381858247713357,12.7568966874333,0.808337634142564,0,0.67,-0.0840156741713268,0.716566586456908,0.919416844885036,0.225714086722305,3.74512440465603,-0.1172475465075,0.906663890053678,FALSE
Lisinopril,Acitretin,poisson_fe,unadjusted,0.0111102438301351,1.26731320777073,1.01117219179555,0.0843463584014489,12.122268475352,0.993005218903589,0,0.67,0.00327047130071739,0.687586493560719,1.0032758251269,0.260696324668024,3.86105321034289,0.00475645076124316,0.996204915683277,FALSE
Lisinopril,Aclidinium Bromide,poisson_fe,unadjusted,0.704540852146449,0.51326568138674,2.02291765335879,0.739737501533892,5.53195670597371,0.169857111173579,0,0.67,0.505700989492149,0.434846559631886,1.65814745710445,0.707089332052588,3.88840966037578,1.16294122211808,0.244853350985142,FALSE
Lisinopril,Acyclovir,poisson_fe,unadjusted,0.0746336628640562,0.209457440575701,1.07748935421067,0.714692484319989,1.6244515423189,0.721601692311143,0,0.67,0.0700469058043573,0.202919083528132,1.072558489293,0.720597537539162,1.59642748278467,0.345196245648557,0.729946841037391,FALSE
Lisinopril,Adalimumab,poisson_fe,unadjusted,-0.35360464679128,0.483393907395022,0.702152510736076,0.27224395935231,1.81094247051764,0.46447127382507,0,0.67,-0.262170039885339,0.416230327423463,0.769380187265359,0.340281697742526,1.73957599390014,-0.629867702116318,0.52878114583949,FALSE
Lisinopril,Albuterol Sulfate,poisson_fe,unadjusted,0.192098562551734,0.073438926620299,1.21178994818854,1.04933671690247,1.39939340240132,0.00890292675827313,0,0.67,0.190564581398789,0.0731451198198946,1.20993251024831,1.04833180808021,1.39644401521754,2.60529454142692,0.00917953097511336,TRUE
Lisinopril,Alendronate Sodium,poisson_fe,unadjusted,0.0296098833278393,0.179714997540484,1.03005261486268,0.724240679310962,1.46499419280741,0.869132712408385,0,0.67,0.0282481745769903,0.175533966861623,1.02865093775777,0.729206443025161,1.45106061784129,0.160927113321941,0.872150807276107,FALSE
Lisinopril,Alfuzosin Hydrochloride,poisson_fe,unadjusted,0.488174455519971,0.419144568121171,1.62933907237485,0.71652015809135,3.70505390921448,0.244143562638451,0,0.67,0.386761004539987,0.373076296431536,1.47220459900911,0.708596846797206,3.05870170201853,1.03668072252069,0.299884679051473,FALSE
Lisinopril,Alirocumab,poisson_fe,unadjusted,-1.40256694531591,1.01761986681125,0.245964774764758,0.0334701298468806,1.80754214883085,0.168116299067969,0,0.67,-0.550977542049046,0.637809121476381,0.576386093254138,0.165119897055338,2.01199815662087,-0.8638596148855,0.387665014263078,FALSE
Lisinopril,Aliskiren,poisson_fe,unadjusted,-0.624996565995098,0.540514321407861,0.535263266612516,0.185554871775881,1.54405412179505,0.24755857717243,0,0.67,-0.435218214103357,0.451047127282249,0.647123440208482,0.267330225924109,1.56648484255627,-0.964906298651609,0.334591746326161,FALSE
Lisinopril,Allopurinol,poisson_fe,unadjusted,0.31089949324324,0.13679749952007,1.36465205754093,1.04370449036195,1.78429359588639,0.0230443457369646,0,0.67,0.302451808442107,0.134926186202219,1.35317246336072,1.03872758017175,1.76280648608075,2.24160940848658,0.0249866273724568,TRUE
Lisinopril,Alprazolam,poisson_fe,unadjusted,0.170866262456312,0.0971696681902083,1.18633208127348,0.98060427794401,1.43522095376687,0.0786740174750145,0,0.67,0.168491799463595,0.0964921412951811,1.18351852131834,0.979578602271712,1.42991699395556,1.74617121355156,0.0807812053004317,FALSE
Lisinopril,Amantadine Hydrochloride,poisson_fe,unadjusted,0.0883552982999125,0.565069342819878,1.09237617248423,0.360890527836925,3.30650324729638,0.875747791924753,0,0.67,0.0598381165202991,0.465022968979081,1.06166466666296,0.426728669275994,2.64133147264964,0.12867776542666,0.89761262973993,FALSE
Lisinopril,Ambrisentan,poisson_fe,unadjusted,2.862361451835,2.23761043291776,17.5028102164603,0.21797933883217,1405.40092980692,0.200825033250877,0,0.67,0.337822054444791,0.768716566150032,1.40189102093277,0.310720210876385,6.3249777960333,0.439462435597957,0.660326494994275,FALSE
Lisinopril,Amiloride Hydrochloride,poisson_fe,unadjusted,0.0276973732022484,0.905263434849881,1.02808451141565,0.17436247462333,6.06184194676099,0.975591791088864,0,0.67,0.0124586885145935,0.607144201096806,1.01253662128475,0.308034359431381,3.32829886683835,0.0205201474247582,0.983628440138835,FALSE
Lisinopril,Aminocaproic Acid,poisson_fe,unadjusted,-0.811046630179427,0.889643325637345,0.444392707916775,0.0777118480693127,2.54124543111449,0.361951043831213,0,0.67,-0.371819475961572,0.60236409912082,0.689478698769324,0.211727944254791,2.24524390358493,-0.617266992678118,0.537058634352285,FALSE
Lisinopril,Amiodarone Hydrochloride,poisson_fe,unadjusted,0.0940994040251459,0.182689554515166,1.09866895260548,0.767994948888203,1.57172058119219,0.606498386653473,0,0.67,0.0896343462169067,0.178302530959426,1.09377426787712,0.771176032419029,1.55132174597988,0.502709331912419,0.615168647714273,FALSE
Lisinopril,Amitriptyline Hydrochloride,poisson_fe,unadjusted,-0.501442953185002,0.202601115851967,0.605656095494757,0.407163220706619,0.900914639031861,0.0133226616878852,0,0.67,-0.472495739939268,0.196666330837853,0.623444370022711,0.424025472721471,0.916649841855913,-2.40252481411692,0.0162823298447942,TRUE
Lisinopril,Amlodipine Besylate,poisson_fe,unadjusted,-0.267992058329052,0.0617462559868481,0.764913855772889,0.677724293796059,0.863320397555963,0.0000142343040856416,0,0.67,-0.266475692271488,0.0615713203026298,0.766074625033878,0.678985518007066,0.864334091901338,-4.32791908573229,0.0000150524744700971,TRUE
Lisinopril,Amoxicillin,poisson_fe,unadjusted,0.337259627268377,0.0819812113104062,1.40110278100878,1.19312564142669,1.64533301002832,0.0000389089213258636,0,0.67,0.333910100785827,0.0815730933166466,1.39641760108651,1.19008750482361,1.63851994808838,4.0933852966648,0.0000425120424278425,TRUE
Lisinopril,Amphetamine Salt Combination,poisson_fe,unadjusted,0.110473656229036,0.40183270851155,1.11680692775867,0.50807893863917,2.45485025856493,0.783374244348514,0,0.67,0.0890199188207119,0.360711109104735,1.09310242942079,0.539035495961926,2.21668689753604,0.24679006710288,0.805070698077057,FALSE
Lisinopril,Ampicillin,poisson_fe,unadjusted,0.204103340852552,0.79026323464745,1.22642488670112,0.260588537822309,5.77200369321497,0.796196530559221,0,0.67,0.105637350546623,0.568532729223995,1.11141874801235,0.364697586582065,3.38705732881336,0.185806981931911,0.852596129091717,FALSE
Lisinopril,Amylase,poisson_fe,unadjusted,0.138292778161177,0.311467710246226,1.14831170165135,0.623638794038788,2.11439662951342,0.657039996171269,0,0.67,0.120801428291933,0.29110476487202,1.1284008216405,0.637778706476982,1.99644234175278,0.414975784903561,0.678159629920323,FALSE
Lisinopril,Anagrelide Hydrochloride,poisson_fe,unadjusted,-0.720050701526901,1.09231634292796,0.486727577502995,0.0572120502735674,4.14080134463187,0.509769834356191,0,0.67,-0.258933890002946,0.655030225650003,0.771874049948159,0.213783142131471,2.78688741798443,-0.395300674478036,0.692621001700901,FALSE
Lisinopril,Anastrozole,poisson_fe,unadjusted,0.37944455521199,0.475527070266942,1.4614725966099,0.575458305562255,3.71165405033958,0.424902277106647,0,0.67,0.283696548851713,0.411176332633684,1.32802987741113,0.593208664109969,2.97309102513322,0.689963225836876,0.490217313564111,FALSE
Lisinopril,Antipyrine,poisson_fe,unadjusted,0.558720736708491,1.06334667138529,1.74843436112089,0.21752559891749,14.0536227936455,0.59928005780849,0,0.67,0.207886719849517,0.648620774025498,1.23107370543515,0.345276408993391,4.38936002790404,0.320505799651346,0.748584934582038,FALSE
Lisinopril,Apremilast,poisson_fe,unadjusted,-0.772761588506487,1.90656891874749,0.46173618067404,0.0110024569806112,19.3775173053761,0.685245747908773,0,0.67,-0.120267051781838,0.752147606683582,0.886683614657468,0.203014807168918,3.87266250903497,-0.159898204439055,0.872961262971631,FALSE
Lisinopril,Aprepitant,poisson_fe,unadjusted,-0.745527497239627,1.16808915441591,0.474483944943728,0.0480755166942469,4.68294528046755,0.523313966041478,0,0.67,-0.245524724446322,0.670334813208076,0.78229394177083,0.210266194456039,2.91051927255616,-0.366271778831378,0.71416228586477,FALSE
Lisinopril,Arformoterol Tartrate,poisson_fe,unadjusted,1.16474161442714,0.908071028393197,3.20509462599154,0.540598942542164,19.0023153083742,0.199613060948043,0,0.67,0.522133373785554,0.607989039904794,1.68561987380927,0.511951623157183,5.54996650163646,0.858787477266557,0.390457777728415,FALSE
Lisinopril,Aripiprazole,poisson_fe,unadjusted,-0.00444948378753622,0.350769469198117,0.995560400500025,0.500595122462012,1.97992442708825,0.989879167021344,0,0.67,-0.003759150948031,0.322412487092278,0.996247905814646,0.529571216339272,1.87417642654546,-0.0116594458916074,0.990697318907945,FALSE
Lisinopril,Armodafinil,poisson_fe,unadjusted,-1.40604958988675,0.773089184427514,0.24510965677761,0.0538633825268142,1.11539121806414,0.0689508362531757,0,0.67,-0.743139412117155,0.562036377237599,0.475618407050391,0.158067881021042,1.43111217575592,-1.32222653588665,0.18609272731283,FALSE
Lisinopril,Aspirin,poisson_fe,unadjusted,0.429031641560804,0.133425838010203,1.53576962777662,1.18236538911523,1.99480496580339,0.00130214572491235,0,0.67,0.417926976081696,0.131687781082179,1.51880976091272,1.17329839693677,1.96606685551285,3.17362000215412,0.00150550652518711,TRUE
Lisinopril,Atenolol,poisson_fe,unadjusted,0.126145070979168,0.140498974369754,1.13444673164423,0.861368462635797,1.49409856845713,0.369272860551618,0,0.67,0.122534871454466,0.138473879930183,1.13035853663299,0.861677736999438,1.48281702831079,0.884895198403093,0.376213157972982,FALSE
Lisinopril,Atomoxetine Hydrochloride,poisson_fe,unadjusted,0.796798740739849,1.20104061348344,2.21842778656667,0.210716666288356,23.3556364140479,0.507059266927844,0,0.67,0.252712672854769,0.676389542534909,1.28751328616603,0.341977330052199,4.84736944931711,0.373620017701156,0.708687038822551,FALSE
Lisinopril,Atorvastatin Calcium,poisson_fe,unadjusted,0.0528696537712056,0.0655567492921242,1.05429221314865,0.927167003500389,1.19884774426769,0.419971000926549,0,0.67,0.0525326850288655,0.0653474998891875,1.05393700947715,0.927234837600759,1.19795242251664,0.803897396502504,0.42145623378729,FALSE
Lisinopril,Atovaquone,poisson_fe,unadjusted,0.259551529358529,0.921682788644753,1.29634858200149,0.212897013182453,7.89358019136266,0.778245534182576,0,0.67,0.114445291526293,0.612024272582082,1.12125129743885,0.337860468866543,3.72107597028434,0.186994693925222,0.851664793202858,FALSE
Lisinopril,Atropine Sulf,poisson_fe,unadjusted,0.116456039887879,0.227144064612879,1.12350811983869,0.719825594084067,1.75357823578032,0.608163413624271,0,0.67,0.108129364507135,0.218873009443091,1.11419187294627,0.725523559294856,1.71107266447152,0.494027860183689,0.621286503825515,FALSE
Lisinopril,Axitinib,poisson_fe,unadjusted,-1.68585405909087,1.14255608453263,0.185286119066912,0.0197369259357704,1.73942720515852,0.140075215902311,0,0.67,-0.571784219201203,0.665401264676666,0.56451731697555,0.153206177716646,2.08007148220008,-0.85930738270996,0.390170952131053,FALSE
Lisinopril,Azathioprine,poisson_fe,unadjusted,-0.472347190298166,0.445883529555429,0.623536989339238,0.260206714463568,1.49419040886694,0.289439928516976,0,0.67,-0.364258980177655,0.391557814487057,0.694711254999265,0.322480600974591,1.49659770654136,-0.930281472366567,0.352225368125014,FALSE
Lisinopril,Azelastine Hydrochloride,poisson_fe,unadjusted,0.359614286966679,0.21225755520986,1.43277666733186,0.945151051651332,2.17197978552098,0.0902205399191023,0,0.67,0.336956115666807,0.205461928711406,1.40067759458752,0.936365614860171,2.09522615188348,1.63999295528905,0.101006631708402,FALSE
Lisinopril,Azilsartan Medoxomil,poisson_fe,unadjusted,1.0902143736018,1.37569962671152,2.97491174675654,0.200657281222279,44.1055507534079,0.428080877136405,0,0.67,0.285045670680174,0.70343648865425,1.32982276064461,0.334978192234946,5.27923493445837,0.405218772807048,0.685316707043961,FALSE
Lisinopril,Azithromycin,poisson_fe,unadjusted,0.424115379634191,0.12785061696215,1.52823791114329,1.18949419481108,1.96344893757682,0.000909007994180822,0,0.67,0.414014790399464,0.126319019362543,1.51287950281111,1.18108028147949,1.93789061244752,3.27753328428885,0.00104718383616092,TRUE
Lisinopril,Baclofen,poisson_fe,unadjusted,0.161809692138914,0.22201058348721,1.1756364871653,0.760840868424397,1.81657059618335,0.4661009223495,0,0.67,0.150721808721052,0.214269058357271,1.1626731675523,0.763955646623001,1.7694860958508,0.703423116135318,0.481792104847648,FALSE
Lisinopril,Beclomethasone Dipropionate,poisson_fe,unadjusted,0.528519064241765,0.342009675827097,1.69641816111686,0.86777752881695,3.31632760909411,0.122265577605063,0,0.67,0.449963143198677,0.315570599687511,1.56825438358474,0.844884597304583,2.91095590981181,1.42587155978487,0.153905420129514,FALSE
Lisinopril,Belladonna Alkaloids and Analgesics,poisson_fe,unadjusted,1.40130473620192,1.58752650689719,4.06049438620665,0.18082108498769,91.1819252801089,0.377400054149359,0,0.67,0.294295743443832,0.727522921506248,1.34218078614432,0.322500954613634,5.58587265223193,0.404517486314422,0.685832221849579,FALSE
Lisinopril,Benazepril Hydrochloride,poisson_fe,unadjusted,-0.361146133216544,0.240689801696367,0.696877154125565,0.434787381936497,1.11695460383226,0.13349452024888,0,0.67,-0.332404741998052,0.23091375830865,0.717196984361869,0.456121659326515,1.12770683842827,-1.43951899805703,0.150003531239698,FALSE
Lisinopril,Benzocaine,poisson_fe,unadjusted,0.558720736708491,1.06334667138529,1.74843436112089,0.21752559891749,14.0536227936455,0.59928005780849,0,0.67,0.207886719849517,0.648620774025498,1.23107370543515,0.345276408993391,4.38936002790404,0.320505799651346,0.748584934582038,FALSE
Lisinopril,Benzonatate,poisson_fe,unadjusted,0.173604472797247,0.181637944267828,1.18958495954622,0.83326305198573,1.69827807990077,0.339187405353006,0,0.67,0.16545698963268,0.17732447474035,1.17993221231021,0.833518833922842,1.67031621720516,0.933074748282507,0.350781375945969,FALSE
Lisinopril,Benztropine Mesylate,poisson_fe,unadjusted,-1.87665485228702,1.00581455062293,0.153101396895592,0.0213212431665666,1.09937481357266,0.0620685085703596,0,0.67,-0.747687746082992,0.634871515965663,0.473460047884869,0.136417407960027,1.64322442637839,-1.17769930967171,0.238916502225777,FALSE
Lisinopril,Besifloxacin Hydrochloride,poisson_fe,unadjusted,-0.512965047143003,0.566039894503971,0.59871771813479,0.197423671971447,1.81570377264776,0.364811590414554,0,0.67,-0.347017546741121,0.465563443827549,0.70679292623644,0.283789674866419,1.76030449597228,-0.74537112254385,0.456047396161238,FALSE
Lisinopril,Bethanechol Chloride,poisson_fe,unadjusted,0.0801884809212608,0.540702517804466,1.08349126586259,0.375465588429691,3.12666023032988,0.882102662100072,0,0.67,0.055827680043874,0.451156469172254,1.05741545425149,0.436730491002881,2.56022298860399,0.123743498893637,0.901518369183579,FALSE
Lisinopril,Bicalutamide,poisson_fe,unadjusted,-0.482566174037834,0.513700324278577,0.617197521610786,0.225503678028703,1.68925307122489,0.347529320055631,0,0.67,-0.346207819980362,0.435110775146404,0.707365467152697,0.301488037786907,1.65965425292865,-0.795677422292912,0.426219553073723,FALSE
Lisinopril,Bimatoprost,poisson_fe,unadjusted,0.233224753366636,0.27103321342376,1.26266523570113,0.742301083695474,2.14781243415541,0.389512114899262,0,0.67,0.210180499760706,0.257295033455141,1.23390075864928,0.745188728520416,2.04312145893328,0.816885180169445,0.413994047701054,FALSE
Lisinopril,Bisacodyl,poisson_fe,unadjusted,1.02032930842166,0.554343225020132,2.77410815073971,0.935959181824048,8.22223466733107,0.0656788304526962,0,0.67,0.699501838807605,0.458989756721104,2.01274978385009,0.81863407948421,4.94868439259341,1.52400315816338,0.12750792227234,FALSE
Lisinopril,Bisoprolol Fumarate,poisson_fe,unadjusted,-0.311035400540367,0.358633625353837,0.732687937861305,0.362780501659216,1.47976975562963,0.385789177459906,0,0.67,-0.260942901622889,0.328487493649759,0.770324902661177,0.404631545897885,1.46652049667355,-0.79437697528026,0.426976004133558,FALSE
Lisinopril,Brimonidine Tartrate,poisson_fe,unadjusted,-0.008253370840045,0.198031575502638,0.991780594717386,0.672740736666225,1.46212157886017,0.96675615366964,0,0.67,-0.00779699629754188,0.192478589307645,0.99223332143118,0.680413191124251,1.44695455202979,-0.0405083823898963,0.967687824347497,FALSE
Lisinopril,Brinzolamide,poisson_fe,unadjusted,0.872188388439541,0.408400526876525,2.39214006132438,1.07435808797355,5.32628193248535,0.0327103888566913,0,0.67,0.698341912127856,0.365439255351251,2.01041649515965,0.982240562767059,4.11485193873889,1.91096578132151,0.0560089784670633,FALSE
Lisinopril,Bromfenac,poisson_fe,unadjusted,-0.236411744892127,0.471967432206369,0.789455552712504,0.31302634833008,1.99101472778071,0.616436643935439,0,0.67,-0.177424017022055,0.408868554777442,0.837424626935375,0.375759343501844,1.86630091287247,-0.433939012792588,0.664332728797919,FALSE
